640000,0.003049
646400,0.003058
652800,0.002529
659200,0.002466
665600,0.002894
672000,0.002648
678400,0.003045
684800,0.002762
691200,0.002507
697600,0.002873
704000,0.002361
710400,0.002366
716800,0.002994
723200,0.002720
729600,0.002763
736000,0.002611
742400,0.002593
748800,0.002691
755200,0.002668
761600,0.002677
768000,0.002674
774400,0.002652
780800,0.002731
787200,0.002912
793600,0.003148
800000,0.002965
806400,0.003286
812800,0.004036
819200,0.003020
825600,0.003407
832000,0.003219
838400,0.003082
844800,0.003114
851200,0.003046
857600,0.003077
864000,0.003013
870400,0.003039
876800,0.002258
883200,0.003722
889600,0.004261
896000,0.003627
902400,0.003661
908800,0.003591
915200,0.003760
921600,0.003775
928000,0.003698
934400,0.003563
940800,0.003548
947200,0.004092
953600,0.003691
960000,0.004163
966400,0.003560
972800,0.003713
979200,0.004404
985600,0.004382
992000,0.004182
998400,0.004234
1004800,0.004571
1011200,0.004209
1017600,0.004204
1024000,0.004470
1030400,0.004391
1036800,0.004351
1043200,0.004905
1049600,0.004460
1056000,0.005312
1062400,0.004591
1068800,0.004374
1075200,0.004490
1081600,0.005077
1088000,0.005191
1094400,0.005547
1100800,0.005229
1107200,0.005132
1113600,0.005219
1120000,0.005337
1126400,0.005363
1132800,0.005505
1139200,0.005340
1145600,0.008005
1152000,0.005604
1158400,0.005363
1164800,0.005339
1171200,0.005622
1177600,0.005494
1184000,0.005343
1190400,0.005495
1196800,0.005441
1203200,0.006439
1209600,0.005426
1216000,0.007892
1222400,0.007729
1228800,0.007691
1235200,0.006441
1241600,0.006623
1248000,0.008493
1254400,0.007736
1260800,0.006618
1267200,0.006933
1273600,0.006723
1280000,0.006730
1286400,0.006707
1292800,0.010866
1299200,0.009999
1305600,0.010896
1312000,0.010722
1318400,0.006920
1324800,0.007623
1331200,0.007985
1337600,0.007110
1344000,0.006777
1350400,0.008792
1356800,0.008918
1363200,0.010606
1369600,0.008405
1376000,0.007892
1382400,0.008436
1388800,0.008731
1395200,0.008040
1401600,0.008160
1408000,0.008306
1414400,0.008650
1420800,0.009246
1427200,0.009042
1433600,0.008411
