640000,0.002065
646400,0.002304
652800,0.002181
659200,0.002250
665600,0.002220
672000,0.002242
678400,0.002225
684800,0.002300
691200,0.002270
697600,0.002256
704000,0.002271
710400,0.002312
716800,0.002710
723200,0.002576
729600,0.002552
736000,0.002548
742400,0.002605
748800,0.002600
755200,0.002590
761600,0.002585
768000,0.002660
774400,0.002646
780800,0.002669
787200,0.002623
793600,0.003086
800000,0.002932
806400,0.002933
812800,0.002964
819200,0.002948
825600,0.002963
832000,0.003010
838400,0.003463
844800,0.003496
851200,0.003154
857600,0.003195
864000,0.003038
870400,0.003008
876800,0.002252
883200,0.003637
889600,0.003624
896000,0.003553
902400,0.003513
908800,0.003546
915200,0.003630
921600,0.003729
928000,0.003645
934400,0.003640
940800,0.003576
947200,0.003713
953600,0.003613
960000,0.003697
966400,0.003605
972800,0.003695
979200,0.004310
985600,0.004180
992000,0.004224
998400,0.004220
1004800,0.004270
1011200,0.004296
1017600,0.004254
1024000,0.004281
1030400,0.004246
1036800,0.004277
1043200,0.004480
1049600,0.004481
1056000,0.004378
1062400,0.004375
1068800,0.004333
1075200,0.004468
1081600,0.004896
1088000,0.004589
1094400,0.005245
1100800,0.005167
1107200,0.005213
1113600,0.005257
1120000,0.005464
1126400,0.005342
1132800,0.005339
1139200,0.005443
1145600,0.005354
1152000,0.005475
1158400,0.005413
1164800,0.005391
1171200,0.005330
1177600,0.005391
1184000,0.005360
1190400,0.005541
1196800,0.005478
1203200,0.005556
1209600,0.005552
1216000,0.006781
1222400,0.006555
1228800,0.006485
1235200,0.006374
1241600,0.006482
1248000,0.006483
1254400,0.006625
1260800,0.006489
1267200,0.006600
1273600,0.006534
1280000,0.006641
1286400,0.006613
1292800,0.006646
1299200,0.006462
1305600,0.006644
1312000,0.006535
1318400,0.006705
1324800,0.006691
1331200,0.006840
1337600,0.006801
1344000,0.004642
1350400,0.007961
1356800,0.008151
1363200,0.007733
1369600,0.007972
1376000,0.007845
1382400,0.007978
1388800,0.007933
1395200,0.008036
1401600,0.008040
1408000,0.008156
1414400,0.008051
1420800,0.008121
1427200,0.008173
1433600,0.008355
1440000,0.007992
1446400,0.008223
1452800,0.008157
1459200,0.008784
1465600,0.008326
1472000,0.008342
1478400,0.008284
1484800,0.008515
1491200,0.008379
1497600,0.009743
1504000,0.009647
1510400,0.009442
1516800,0.009465
1523200,0.009567
1529600,0.009537
1536000,0.009720
1542400,0.009570
1548800,0.009624
1555200,0.009727
1561600,0.009845
1568000,0.009956
1574400,0.009877
1580800,0.009834
1587200,0.009884
1593600,0.009889
1600000,0.010015
1606400,0.009729
1612800,0.009990
1619200,0.009833
1625600,0.009935
1632000,0.009944
1638400,0.010047
1644800,0.010071
1651200,0.010168
1657600,0.010159
1664000,0.006739
1670400,0.011575
1676800,0.011554
1683200,0.011268
1689600,0.011467
1696000,0.011405
1702400,0.011491
1708800,0.011388
1715200,0.011563
1721600,0.011697
1728000,0.011725
1734400,0.012073
1740800,0.011665
1747200,0.011720
1753600,0.011816
1760000,0.011855
1766400,0.012178
1772800,0.011955
1779200,0.011918
1785600,0.011967
1792000,0.012031
1798400,0.012071
1804800,0.012072
1811200,0.011970
1817600,0.012308
1824000,0.012019
1830400,0.012260
1836800,0.012240
1843200,0.012272
1849600,0.012314
1856000,0.013706
1862400,0.013707
1868800,0.013556
1875200,0.013425
1881600,0.013485
1888000,0.013474
1894400,0.013452
1900800,0.013736
1907200,0.013575
1913600,0.013594
1920000,0.013855
1926400,0.013754
1932800,0.013740
1939200,0.013806
1945600,0.013882
1952000,0.014720
1958400,0.014078
1964800,0.013961
1971200,0.014092
1977600,0.014094
1984000,0.014194
1990400,0.014261
1996800,0.014292
2003200,0.014366
2009600,0.014306
2016000,0.014173
2022400,0.014504
2028800,0.014398
2035200,0.014619
2041600,0.014410
2048000,0.014554
2054400,0.014675
2060800,0.014659
2067200,0.016024
2073600,0.015991
2080000,0.015713
2086400,0.015879
2092800,0.015769
2099200,0.015947
2105600,0.015949
2112000,0.016023
2118400,0.015941
2124800,0.016048
2131200,0.016042
2137600,0.016413
2144000,0.016374
2150400,0.016266
2156800,0.016390
2163200,0.016415
2169600,0.016498
2176000,0.016456
2182400,0.016487
2188800,0.016734
2195200,0.016714
2201600,0.016714
2208000,0.016584
2214400,0.016733
2220800,0.016726
2227200,0.016796
2233600,0.016799
2240000,0.016877
